Kirjauspäivä;Selite;Summa;Viitenumero
26.03.2023;Hoitovastike 100010;250,00;100010
06.12.2023;DNA Oyj Laajakaista;-120,00;
03.12.2023;Hoitovastike 100052;175,00;100052
27.11.2023;Hoitovastike 100023;180,00;100023
08.10.2023;Kone Hissihuolto;-231,01;
14.03.2023;Hoitovastike 100049;150,00;100049
29.12.2023;HSY VESI JA VIEMARI;-271,97;
18.10.2023;FORTUM OYJ SAHKOLASKU;-713,88;
11.12.2023;Hoitovastike 100036;210,00;100036
16.08.2023;Hoitovastike 100023;180,00;100023
24.02.2023;Hoitovastike 100036;210,00;100036
12.07.2023;Hoitovastike 100010;250,00;100010
24.04.2023;Hoitovastike 100036;210,00;100036
22.01.2023;Hoitovastike 100036;210,00;100036
09.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
28.03.2023;Hoitovastike 100010;250,00;100010
06.10.2023;Hoitovastike 100052;175,00;100052
24.01.2023;FORTUM OYJ SAHKOLASKU;-775,54;
09.05.2023;Hoitovastike 100023;180,00;100023
27.01.2023;Hoitovastike 100049;150,00;100049
04.09.2023;Pankin Palvelumaksu;-12,50;
06.11.2023;Hoitovastike 100010;250,00;100010
12.09.2023;Hoitovastike 100052;175,00;100052
26.05.2023;Hoitovastike 100049;150,00;100049
17.06.2023;Hoitovastike 100010;250,00;100010
10.01.2023;Verohallinto Kiinteistovero;-1929,86;
08.03.2023;Hoitovastike 100049;150,00;100049
25.06.2023;Hoitovastike 100023;180,00;100023
01.04.2023;DNA Oyj Laajakaista;-120,00;
03.05.2023;Hoitovastike 100049;150,00;100049
28.09.2023;Hoitovastike 100052;175,00;100052
22.01.2023;Hoitovastike 100052;175,00;100052
05.05.2023;FORTUM OYJ SAHKOLASKU;-797,09;
18.03.2023;Hoitovastike 100049;150,00;100049
19.12.2023;Hoitovastike 100010;250,00;100010
24.04.2023;S-Rauta Maalia ja tarvikkeita;-56,90;
31.03.2023;Hoitovastike 100010;250,00;100010
19.06.2023;K-Rauta rautakauppa;-138,04;
31.07.2023;Hoitovastike 100036;210,00;100036
12.01.2023;Hoitovastike 100010;250,00;100010
21.11.2023;HSY VESI JA VIEMARI;-156,75;
08.02.2023;Hoitovastike 100010;250,00;100010
15.07.2023;Hoitovastike 100049;150,00;100049
29.03.2023;Hoitovastike 100036;210,00;100036
19.06.2023;Hoitovastike 100049;150,00;100049
23.03.2023;Hoitovastike 100023;180,00;100023
16.06.2023;Hoitovastike 100036;210,00;100036
30.03.2023;Hoitovastike 100010;250,00;100010
08.12.2023;Hoitovastike 100049;150,00;100049
30.07.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
20.08.2023;Hoitovastike 100023;180,00;100023
14.04.2023;Hoitovastike 100010;250,00;100010
04.01.2023;Hoitovastike 100010;250,00;100010
25.08.2023;Hoitovastike 100049;150,00;100049
01.04.2023;Hoitovastike 100023;180,00;100023
17.09.2023;Hoitovastike 100036;210,00;100036
10.07.2023;Hoitovastike 100010;250,00;100010
25.07.2023;Hoitovastike 100010;250,00;100010
11.09.2023;Verohallinto Kiinteistovero;-2327,29;
19.09.2023;S-Rauta Maalia ja tarvikkeita;-59,05;
29.06.2023;Hoitovastike 100052;175,00;100052
10.09.2023;Pääkirja Taloushallinto;-420,24;
14.07.2023;Hoitovastike 100010;250,00;100010
01.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-236,14;
18.06.2023;Hoitovastike 100052;175,00;100052
24.07.2023;Hoitovastike 100036;210,00;100036
12.01.2023;Pääkirja Taloushallinto;-339,27;
15.12.2023;Hoitovastike 100023;180,00;100023
24.07.2023;Hoitovastike 100023;180,00;100023
02.07.2023;K-Rauta rautakauppa;-20,10;
13.07.2023;Hoitovastike 100036;210,00;100036
04.04.2023;Hoitovastike 100036;210,00;100036
27.10.2023;HSY VESI JA VIEMARI;-188,83;
21.07.2023;Hoitovastike 100023;180,00;100023
19.03.2023;Hoitovastike 100036;210,00;100036
17.12.2023;Hoitovastike 100023;180,00;100023
29.11.2023;Pääkirja Taloushallinto;-403,36;
09.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.02.2023;HSY VESI JA VIEMARI;-107,40;
27.01.2023;Hoitovastike 100010;250,00;100010
21.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.02.2023;Hoitovastike 100036;210,00;100036
25.10.2023;Kone Hissihuolto;-238,70;
08.01.2023;DNA Oyj Laajakaista;-120,00;
25.09.2023;Hoitovastike 100052;175,00;100052
07.02.2023;Hoitovastike 100010;250,00;100010
16.10.2023;Hoitovastike 100052;175,00;100052
12.04.2023;Hoitovastike 100010;250,00;100010
30.01.2023;Pääkirja Taloushallinto;-453,36;
25.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-266,05;
09.09.2023;HSY VESI JA VIEMARI;-240,19;
13.11.2023;Hoitovastike 100010;250,00;100010
11.08.2023;Hoitovastike 100036;210,00;100036
16.03.2023;Kone Hissihuolto;-188,04;
27.02.2023;Hoitovastike 100052;175,00;100052
04.02.2023;Hoitovastike 100049;150,00;100049
20.04.2023;DNA Oyj Laajakaista;-120,00;
10.04.2023;Isannointitoimisto Paakirja Oy;-850,00;
11.05.2023;Hoitovastike 100049;150,00;100049
11.05.2023;Hoitovastike 100036;210,00;100036
12.01.2023;Hoitovastike 100052;175,00;100052
12.01.2023;Hoitovastike 100036;210,00;100036
26.08.2023;Hoitovastike 100049;150,00;100049
03.03.2023;Hoitovastike 100023;180,00;100023
13.01.2023;Helen Oy Sahko;-499,05;
26.12.2023;Hoitovastike 100023;180,00;100023
20.04.2023;Hoitovastike 100010;250,00;100010
08.02.2023;K-Rauta rautakauppa;-135,90;
06.08.2023;Pääkirja Taloushallinto;-390,96;
05.11.2023;FORTUM OYJ SAHKOLASKU;-349,27;
11.02.2023;Hoitovastike 100010;250,00;100010
07.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-230,22;
14.05.2023;Hoitovastike 100010;250,00;100010
03.05.2023;Hoitovastike 100023;180,00;100023
13.01.2023;Hoitovastike 100049;150,00;100049
11.09.2023;Hoitovastike 100049;150,00;100049
06.04.2023;K-Rauta rautakauppa;-153,61;
24.12.2023;Helen Oy Sahko;-115,47;
21.05.2023;Hoitovastike 100023;180,00;100023
15.05.2023;Hoitovastike 100049;150,00;100049
29.06.2023;Hoitovastike 100036;210,00;100036
16.07.2023;Hoitovastike 100036;210,00;100036
26.11.2023;Hoitovastike 100023;180,00;100023
31.10.2023;Hoitovastike 100049;150,00;100049
15.01.2023;Hoitovastike 100010;250,00;100010
22.06.2023;Hoitovastike 100010;250,00;100010
16.07.2023;FORTUM OYJ SAHKOLASKU;-270,01;
30.08.2023;Hoitovastike 100023;180,00;100023
14.11.2023;Hoitovastike 100052;175,00;100052
03.07.2023;Helen Oy Sahko;-361,87;
05.01.2023;LASSILA & TIKANOJA SIIVOUS OY;-224,89;
10.07.2023;Hoitovastike 100049;150,00;100049
03.10.2023;LASSILA & TIKANOJA SIIVOUS OY;-292,59;
13.07.2023;Hoitovastike 100052;175,00;100052
21.10.2023;HSY VESI JA VIEMARI;-195,55;
12.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-308,83;
08.03.2023;Hoitovastike 100052;175,00;100052
12.11.2023;Hoitovastike 100049;150,00;100049
29.04.2023;Hoitovastike 100023;180,00;100023
18.10.2023;K-Rauta rautakauppa;-125,26;
09.01.2023;Pankin Palvelumaksu;-12,50;
10.11.2023;Hoitovastike 100023;180,00;100023
05.07.2023;Hoitovastike 100049;150,00;100049
23.07.2023;Hoitovastike 100010;250,00;100010
13.05.2023;Hoitovastike 100052;175,00;100052
08.03.2023;Verohallinto Kiinteistovero;-2456,06;
28.08.2023;K-Rauta rautakauppa;-60,70;
24.08.2023;Hoitovastike 100052;175,00;100052
14.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
15.09.2023;Hoitovastike 100036;210,00;100036
28.10.2023;Hoitovastike 100036;210,00;100036
15.05.2023;DNA Oyj Laajakaista;-120,00;
18.04.2023;Hoitovastike 100052;175,00;100052
04.11.2023;FORTUM OYJ SAHKOLASKU;-406,87;
12.12.2023;Helen Oy Sahko;-140,39;
11.12.2023;Kone Hissihuolto;-312,94;
16.01.2023;S-Rauta Maalia ja tarvikkeita;-18,02;
01.01.2024;Hoitovastike 100052;175,00;100052
07.10.2023;Hoitovastike 100049;150,00;100049
12.10.2023;Hoitovastike 100049;150,00;100049
28.07.2023;Hoitovastike 100010;250,00;100010
03.03.2023;Hoitovastike 100010;250,00;100010
08.01.2023;Hoitovastike 100052;175,00;100052
25.04.2023;Verohallinto Kiinteistovero;-2171,25;
21.11.2023;Hoitovastike 100036;210,00;100036
27.01.2023;K-Rauta rautakauppa;-49,13;
17.11.2023;S-Rauta Maalia ja tarvikkeita;-31,56;
21.06.2023;Hoitovastike 100023;180,00;100023
11.12.2023;Hoitovastike 100010;250,00;100010
11.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
10.03.2023;Helen Oy Sahko;-185,49;
07.01.2023;HSY VESI JA VIEMARI;-239,50;
03.01.2023;Pääkirja Taloushallinto;-422,90;
19.11.2023;Hoitovastike 100052;175,00;100052
01.07.2023;Hoitovastike 100010;250,00;100010
05.09.2023;S-Rauta Maalia ja tarvikkeita;-40,85;
14.07.2023;Pankin Palvelumaksu;-12,50;
19.02.2023;Hoitovastike 100036;210,00;100036
29.08.2023;LASSILA & TIKANOJA SIIVOUS OY;-311,79;
27.10.2023;DNA Oyj Laajakaista;-120,00;
10.08.2023;Kone Hissihuolto;-313,45;
18.02.2023;K-Rauta rautakauppa;-197,08;
10.05.2023;HSY VESI JA VIEMARI;-200,30;
18.09.2023;Helen Oy Sahko;-148,90;
04.03.2023;Hoitovastike 100010;250,00;100010
30.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.07.2023;Hoitovastike 100052;175,00;100052
17.02.2023;Hoitovastike 100049;150,00;100049
10.05.2023;Pankin Palvelumaksu;-12,50;
16.10.2023;Hoitovastike 100036;210,00;100036
31.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.11.2023;Hoitovastike 100049;150,00;100049
24.09.2023;Verohallinto Kiinteistovero;-2198,13;
03.01.2023;Kone Hissihuolto;-266,88;
30.09.2023;Hoitovastike 100049;150,00;100049
08.01.2023;Pääkirja Taloushallinto;-436,38;
18.09.2023;Hoitovastike 100052;175,00;100052
13.05.2023;Hoitovastike 100010;250,00;100010
20.02.2023;Hoitovastike 100052;175,00;100052
01.06.2023;Hoitovastike 100036;210,00;100036
27.09.2023;S-Rauta Maalia ja tarvikkeita;-97,52;
26.04.2023;Hoitovastike 100036;210,00;100036
12.01.2023;Hoitovastike 100049;150,00;100049
15.07.2023;K-Rauta rautakauppa;-41,43;
12.02.2023;Hoitovastike 100049;150,00;100049
15.07.2023;Hoitovastike 100036;210,00;100036
07.09.2023;Hoitovastike 100052;175,00;100052
17.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
14.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-377,11;
25.06.2023;Kone Hissihuolto;-173,90;
04.06.2023;K-Rauta rautakauppa;-20,72;
24.02.2023;Hoitovastike 100049;150,00;100049
09.09.2023;Hoitovastike 100010;250,00;100010
01.08.2023;Hoitovastike 100052;175,00;100052
03.01.2023;Hoitovastike 100023;180,00;100023
22.05.2023;Hoitovastike 100036;210,00;100036
19.11.2023;Hoitovastike 100036;210,00;100036
19.11.2023;Hoitovastike 100052;175,00;100052
22.06.2023;Hoitovastike 100023;180,00;100023
15.08.2023;Hoitovastike 100010;250,00;100010
09.05.2023;Hoitovastike 100052;175,00;100052
31.10.2023;DNA Oyj Laajakaista;-120,00;
10.08.2023;Pääkirja Taloushallinto;-487,93;
12.09.2023;K-Rauta rautakauppa;-48,60;
20.08.2023;FORTUM OYJ SAHKOLASKU;-407,02;
04.02.2023;Pankin Palvelumaksu;-12,50;
05.06.2023;Pankin Palvelumaksu;-12,50;
11.08.2023;Hoitovastike 100049;150,00;100049
30.05.2023;Hoitovastike 100036;210,00;100036
12.10.2023;Pääkirja Taloushallinto;-314,27;
03.02.2023;Hoitovastike 100023;180,00;100023
10.03.2023;Hoitovastike 100036;210,00;100036
02.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-205,76;
31.12.2023;Hoitovastike 100010;250,00;100010
20.05.2023;Helen Oy Sahko;-329,60;
08.08.2023;Isannointitoimisto Paakirja Oy;-850,00;
04.04.2023;Hoitovastike 100036;210,00;100036
28.01.2023;Hoitovastike 100023;180,00;100023
21.05.2023;Hoitovastike 100049;150,00;100049
08.02.2023;K-Rauta rautakauppa;-180,24;
11.04.2023;Pankin Palvelumaksu;-12,50;
13.10.2023;Hoitovastike 100036;210,00;100036
02.02.2023;Hoitovastike 100036;210,00;100036
23.12.2023;Hoitovastike 100010;250,00;100010
03.01.2023;HSY VESI JA VIEMARI;-240,90;
04.06.2023;Hoitovastike 100023;180,00;100023
05.04.2023;HSY VESI JA VIEMARI;-151,09;
05.12.2023;Hoitovastike 100052;175,00;100052
27.06.2023;Hoitovastike 100049;150,00;100049
05.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
11.06.2023;K-Rauta rautakauppa;-165,58;
19.03.2023;S-Rauta Maalia ja tarvikkeita;-33,09;
28.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-335,71;
06.02.2023;K-Rauta rautakauppa;-114,89;
10.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
30.07.2023;Kone Hissihuolto;-152,45;
27.11.2023;Hoitovastike 100052;175,00;100052
15.04.2023;Hoitovastike 100052;175,00;100052
13.03.2023;Hoitovastike 100049;150,00;100049
26.11.2023;Hoitovastike 100010;250,00;100010
13.03.2023;S-Rauta Maalia ja tarvikkeita;-99,55;
12.07.2023;Helen Oy Sahko;-312,00;
24.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
26.11.2023;K-Rauta rautakauppa;-163,77;
20.02.2023;Hoitovastike 100023;180,00;100023
30.01.2023;Hoitovastike 100036;210,00;100036
07.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-386,16;
03.10.2023;Hoitovastike 100036;210,00;100036
18.12.2023;FORTUM OYJ SAHKOLASKU;-748,87;
22.05.2023;FORTUM OYJ SAHKOLASKU;-355,17;
01.02.2023;Hoitovastike 100049;150,00;100049
21.09.2023;Hoitovastike 100052;175,00;100052
10.09.2023;Hoitovastike 100049;150,00;100049
05.06.2023;Hoitovastike 100023;180,00;100023
17.06.2023;Verohallinto Kiinteistovero;-2078,07;
21.09.2023;Hoitovastike 100052;175,00;100052
22.05.2023;Hoitovastike 100036;210,00;100036
25.09.2023;K-Rauta rautakauppa;-112,59;
23.10.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.05.2023;LASSILA & TIKANOJA SIIVOUS OY;-280,67;
28.03.2023;Hoitovastike 100023;180,00;100023
16.05.2023;Hoitovastike 100052;175,00;100052
04.03.2023;Hoitovastike 100052;175,00;100052
14.04.2023;Hoitovastike 100052;175,00;100052
27.09.2023;Hoitovastike 100052;175,00;100052
14.09.2023;Hoitovastike 100049;150,00;100049
11.11.2023;Hoitovastike 100052;175,00;100052
23.10.2023;Hoitovastike 100052;175,00;100052
16.05.2023;FORTUM OYJ SAHKOLASKU;-481,45;
26.01.2023;Pankin Palvelumaksu;-12,50;
21.08.2023;Hoitovastike 100049;150,00;100049
09.02.2023;Hoitovastike 100049;150,00;100049
15.06.2023;Hoitovastike 100023;180,00;100023
23.01.2023;Hoitovastike 100052;175,00;100052
30.07.2023;Hoitovastike 100036;210,00;100036
06.03.2023;Isannointitoimisto Paakirja Oy;-850,00;
08.10.2023;Pääkirja Taloushallinto;-431,55;
18.03.2023;Hoitovastike 100023;180,00;100023
20.01.2023;HSY VESI JA VIEMARI;-248,46;
03.11.2023;Hoitovastike 100023;180,00;100023
13.02.2023;Verohallinto Kiinteistovero;-1351,23;
04.03.2023;LASSILA & TIKANOJA SIIVOUS OY;-366,62;
26.01.2023;Hoitovastike 100052;175,00;100052
09.06.2023;K-Rauta rautakauppa;-34,64;
25.05.2023;Hoitovastike 100023;180,00;100023
20.11.2023;Hoitovastike 100010;250,00;100010
26.01.2023;Hoitovastike 100049;150,00;100049
07.01.2023;Hoitovastike 100010;250,00;100010
03.09.2023;Hoitovastike 100010;250,00;100010
22.07.2023;Hoitovastike 100023;180,00;100023
15.07.2023;DNA Oyj Laajakaista;-120,00;
06.07.2023;Hoitovastike 100049;150,00;100049
13.12.2023;Isannointitoimisto Paakirja Oy;-850,00;
04.09.2023;S-Rauta Maalia ja tarvikkeita;-80,38;
02.03.2023;S-Rauta Maalia ja tarvikkeita;-80,92;
03.01.2023;K-Rauta rautakauppa;-112,14;
20.02.2023;Hoitovastike 100052;175,00;100052
04.12.2023;Pääkirja Taloushallinto;-418,38;
16.11.2023;Hoitovastike 100049;150,00;100049
11.07.2023;S-Rauta Maalia ja tarvikkeita;-96,36;
30.12.2023;Hoitovastike 100010;250,00;100010
17.09.2023;Hoitovastike 100052;175,00;100052
08.10.2023;S-Rauta Maalia ja tarvikkeita;-95,69;
18.02.2023;Hoitovastike 100010;250,00;100010
29.04.2023;Hoitovastike 100036;210,00;100036
25.04.2023;DNA Oyj Laajakaista;-120,00;
23.03.2023;FORTUM OYJ SAHKOLASKU;-680,05;
30.10.2023;Hoitovastike 100049;150,00;100049
05.12.2023;Pääkirja Taloushallinto;-332,72;
16.02.2023;Hoitovastike 100049;150,00;100049
31.01.2023;Hoitovastike 100052;175,00;100052
05.05.2023;S-Rauta Maalia ja tarvikkeita;-84,43;
12.09.2023;Hoitovastike 100036;210,00;100036
28.02.2023;HSY VESI JA VIEMARI;-215,22;
12.11.2023;Hoitovastike 100023;180,00;100023
08.06.2023;Hoitovastike 100036;210,00;100036
23.02.2023;Hoitovastike 100023;180,00;100023
21.07.2023;LASSILA & TIKANOJA SIIVOUS OY;-224,31;
03.04.2023;Hoitovastike 100049;150,00;100049
21.02.2023;Hoitovastike 100052;175,00;100052
11.05.2023;DNA Oyj Laajakaista;-120,00;
13.11.2023;Hoitovastike 100023;180,00;100023
17.05.2023;Hoitovastike 100049;150,00;100049
12.08.2023;Hoitovastike 100049;150,00;100049
24.03.2023;Hoitovastike 100010;250,00;100010
27.07.2023;Hoitovastike 100049;150,00;100049
03.09.2023;DNA Oyj Laajakaista;-120,00;
15.11.2023;DNA Oyj Laajakaista;-120,00;
04.04.2023;Hoitovastike 100052;175,00;100052
19.10.2023;Kone Hissihuolto;-348,09;
10.08.2023;Pääkirja Taloushallinto;-304,02;
05.06.2023;Hoitovastike 100049;150,00;100049
19.12.2023;K-Rauta rautakauppa;-172,41;
06.09.2023;Hoitovastike 100023;180,00;100023
16.12.2023;LASSILA & TIKANOJA SIIVOUS OY;-213,60;
02.05.2023;Verohallinto Kiinteistovero;-2223,41;
05.09.2023;Isannointitoimisto Paakirja Oy;-850,00;
27.12.2023;FORTUM OYJ SAHKOLASKU;-181,21;
21.06.2023;HSY VESI JA VIEMARI;-204,59;
15.04.2023;Hoitovastike 100052;175,00;100052
10.08.2023;Hoitovastike 100052;175,00;100052
23.03.2023;Hoitovastike 100010;250,00;100010
07.03.2023;Hoitovastike 100036;210,00;100036
10.04.2023;Pankin Palvelumaksu;-12,50;
30.11.2023;Hoitovastike 100036;210,00;100036
08.07.2023;Hoitovastike 100010;250,00;100010
18.01.2023;Hoitovastike 100023;180,00;100023
15.04.2023;Pääkirja Taloushallinto;-471,55;
19.11.2023;Hoitovastike 100049;150,00;100049
06.09.2023;LASSILA & TIKANOJA SIIVOUS OY;-212,90;
25.09.2023;Hoitovastike 100023;180,00;100023
18.06.2023;Hoitovastike 100036;210,00;100036
18.12.2023;Helen Oy Sahko;-432,04;
02.06.2023;Hoitovastike 100036;210,00;100036
15.04.2023;Hoitovastike 100036;210,00;100036
29.04.2023;LASSILA & TIKANOJA SIIVOUS OY;-206,35;
03.07.2023;Pankin Palvelumaksu;-12,50;
09.10.2023;Hoitovastike 100036;210,00;100036
23.09.2023;Hoitovastike 100036;210,00;100036
25.01.2023;Pääkirja Taloushallinto;-372,43;
14.06.2023;Hoitovastike 100023;180,00;100023
27.06.2023;Hoitovastike 100023;180,00;100023
29.07.2023;Kone Hissihuolto;-369,92;
22.08.2023;Hoitovastike 100023;180,00;100023
24.04.2023;Hoitovastike 100010;250,00;100010
28.11.2023;Isannointitoimisto Paakirja Oy;-850,00;
03.02.2023;Hoitovastike 100036;210,00;100036
07.05.2023;Hoitovastike 100052;175,00;100052
26.03.2023;Pääkirja Taloushallinto;-491,31;
14.02.2023;Isannointitoimisto Paakirja Oy;-850,00;
30.01.2023;Isannointitoimisto Paakirja Oy;-850,00;
12.06.2023;LASSILA & TIKANOJA SIIVOUS OY;-348,04;
08.12.2023;Hoitovastike 100023;180,00;100023
09.10.2023;Hoitovastike 100049;150,00;100049
16.04.2023;Hoitovastike 100036;210,00;100036
20.08.2023;Pankin Palvelumaksu;-12,50;
20.02.2023;DNA Oyj Laajakaista;-120,00;
05.06.2023;Hoitovastike 100052;175,00;100052
10.07.2023;Hoitovastike 100010;250,00;100010
01.01.2023;FORTUM OYJ SAHKOLASKU;-595,31;
04.07.2023;Hoitovastike 100052;175,00;100052
30.04.2023;Kone Hissihuolto;-219,08;
06.05.2023;Hoitovastike 100052;175,00;100052
28.02.2023;LASSILA & TIKANOJA SIIVOUS OY;-343,33;
01.11.2023;K-Rauta rautakauppa;-62,65;
18.07.2023;Hoitovastike 100010;250,00;100010
01.06.2023;Hoitovastike 100052;175,00;100052
10.03.2023;Hoitovastike 100010;250,00;100010
26.10.2023;Hoitovastike 100010;250,00;100010
02.10.2023;Hoitovastike 100049;150,00;100049
27.11.2023;Hoitovastike 100036;210,00;100036
18.08.2023;Hoitovastike 100023;180,00;100023
22.06.2023;Hoitovastike 100049;150,00;100049
12.09.2023;Hoitovastike 100023;180,00;100023
03.08.2023;Hoitovastike 100036;210,00;100036
08.05.2023;Isannointitoimisto Paakirja Oy;-850,00;
25.08.2023;Kone Hissihuolto;-233,32;
15.12.2023;Hoitovastike 100036;210,00;100036
06.05.2023;Pankin Palvelumaksu;-12,50;
28.06.2023;Isannointitoimisto Paakirja Oy;-850,00;
29.09.2023;Hoitovastike 100052;175,00;100052
24.04.2023;Hoitovastike 100036;210,00;100036
06.01.2023;Hoitovastike 100036;210,00;100036
07.08.2023;Hoitovastike 100049;150,00;100049
18.06.2023;Hoitovastike 100010;250,00;100010
23.04.2023;Hoitovastike 100010;250,00;100010
03.09.2023;Pääkirja Taloushallinto;-339,90;
02.05.2023;Hoitovastike 100023;180,00;100023
31.08.2023;Hoitovastike 100036;210,00;100036
10.05.2023;Hoitovastike 100049;150,00;100049
19.05.2023;S-Rauta Maalia ja tarvikkeita;-95,09;
02.04.2023;Hoitovastike 100023;180,00;100023
20.05.2023;Isannointitoimisto Paakirja Oy;-850,00;
07.02.2023;Hoitovastike 100036;210,00;100036
15.01.2023;Hoitovastike 100010;250,00;100010
25.07.2023;S-Rauta Maalia ja tarvikkeita;-19,19;
23.09.2023;Hoitovastike 100049;150,00;100049
25.12.2023;Hoitovastike 100010;250,00;100010
20.07.2023;Hoitovastike 100052;175,00;100052
07.06.2023;DNA Oyj Laajakaista;-120,00;
14.09.2023;Hoitovastike 100052;175,00;100052
30.10.2023;Hoitovastike 100010;250,00;100010
14.06.2023;Hoitovastike 100036;210,00;100036
20.08.2023;Hoitovastike 100023;180,00;100023
07.02.2023;Pankin Palvelumaksu;-12,50;
15.05.2023;Hoitovastike 100036;210,00;100036
25.09.2023;Hoitovastike 100036;210,00;100036
05.05.2023;Hoitovastike 100010;250,00;100010
06.02.2023;Pääkirja Taloushallinto;-424,28;
16.04.2023;DNA Oyj Laajakaista;-120,00;
26.11.2023;Hoitovastike 100023;180,00;100023
05.02.2023;Hoitovastike 100010;250,00;100010
25.02.2023;Hoitovastike 100036;210,00;100036
07.07.2023;Hoitovastike 100052;175,00;100052
11.11.2023;Hoitovastike 100010;250,00;100010
10.02.2023;Hoitovastike 100049;150,00;100049
09.02.2023;Hoitovastike 100049;150,00;100049
04.07.2023;K-Rauta rautakauppa;-132,40;
29.08.2023;Hoitovastike 100052;175,00;100052
30.11.2023;Hoitovastike 100023;180,00;100023
12.01.2023;Hoitovastike 100010;250,00;100010
07.10.2023;DNA Oyj Laajakaista;-120,00;
14.07.2023;Hoitovastike 100052;175,00;100052
13.09.2023;Hoitovastike 100052;175,00;100052
15.08.2023;Hoitovastike 100036;210,00;100036
01.02.2023;Hoitovastike 100049;150,00;100049
10.03.2023;Helen Oy Sahko;-123,89;
24.04.2023;Hoitovastike 100052;175,00;100052
06.12.2023;Hoitovastike 100049;150,00;100049
10.03.2023;K-Rauta rautakauppa;-130,13;
02.05.2023;Pääkirja Taloushallinto;-488,65;
15.12.2023;S-Rauta Maalia ja tarvikkeita;-64,47;
10.11.2023;Hoitovastike 100023;180,00;100023
28.12.2023;Hoitovastike 100023;180,00;100023
05.12.2023;S-Rauta Maalia ja tarvikkeita;-76,97;
05.09.2023;Hoitovastike 100036;210,00;100036
10.04.2023;Hoitovastike 100052;175,00;100052
25.05.2023;Hoitovastike 100010;250,00;100010
03.03.2023;Verohallinto Kiinteistovero;-2016,15;
12.03.2023;Hoitovastike 100049;150,00;100049
13.01.2023;Pankin Palvelumaksu;-12,50;
13.12.2023;Helen Oy Sahko;-126,75;
15.04.2023;Hoitovastike 100049;150,00;100049
14.10.2023;S-Rauta Maalia ja tarvikkeita;-92,74;
23.04.2023;Hoitovastike 100010;250,00;100010
